"","assemblage_code","analyst_id","analysis_order","flake_id","completeness","damage","damage_comment","dorsal_cortex","dorsal_cortex_location","dorsal_cortex_location_other","platform_cortex","dorsal_scar_count","directionality","proximal_scars","left_scars","distal_scars","right_scars","mass","maximumdimension","maximumwidth","maximumthickness","techlength","techmaxwidth","techmaxthickness","techwidthprox","techwidthmes","techwidthdist","techthickprox","techthickmes","techthickdist","platfwidth","platfthickimpact","platfthickmid","platfthickmax","edgeplatf","edgeplatf_deg","platfmorph","platflipp","bulb","shattbulb","initiation","ventr_plane_form","angle_height","section","latedgetype","flaketerm","distplanform","distprofangle","kombewa","flk_type","red_syst","flk_form","remark","new_flake_id"
"245","chert_condition_A","de9cb",8,"6","complete","no",NA,95,"All",NA,"Absent",1,"Unidirectional",1,0,0,0,53.1,89.94,48.97,13.59,90.53,48.86,13.87,47.05,45.24,39.82,12.42,8.55,2.83,25.4,9.54,9.53,10.08,13.2,145.806743,"Dihedral","no","yes","No","Hertzian","Flat",1.01,"Lenticular","Parallel","Feather","Irregular","25","No","indet",NA,"Flake",NA,23
"246","chert_condition_A","r42o8",5,"62","complete","yes","right lateral/distal",5,"Distal",NA,"Absent",7,"UnidirectionalConvergent",2,0,0,0,11.1,50.35,34.85,8.34,45.57,29.01,6.43,28.1,28.6,28.6,8.44,6.32,4.34,13.09,4.31,5.16,6.34,4.78,115.0886448,"Plain","no","yes","Yes","Hertzian","Flat",1,"Trapezoidal","Parallel","Feather","Flat","0-30","No","indeterminate",NA,"Flake",NA,29
"247","chert_condition_A","0202a",2,"5","complete","no",NA,100,"All",NA,"Absent",0,NA,0,0,0,0,58.20000076,73.58000183,65.33000183,14.97,64.80999756,62.99000168,15.34000015,56.29000092,62.29000092,49.58,15.64000034,11.05000019,7.309999943,42.74000168,13.06000042,12.02,13.18000031,4.190000057,108.0754531,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Lenticular","Ovoid","Hinge","Rounded","61","No",NA,NA,"Flake",NA,13
"248","chert_condition_A","3d396",4,"5","complete","yes","significant edge fracture",100,"other","all","Absent",0,"Other",0,0,0,0,58,73.11,64.24,15.01,64.87,62.32,15.07,55.39,61.47,54.29,14.91,11.24,7.88,42.62,13.64,13.64,13.64,3.84,NA,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Domed","Ovoid","Hinge","Rounded",">60","No","none",NA,"Flake","edge breakage makes proximal width measurement unreliable.",13
"249","chert_condition_A","r42o8",5,"99","complete","no",NA,0,NA,NA,"Absent",3,"UnidirectionalConvergent",1,0,0,0,8.6,37.41,36,10.03,31.2,34.49,6.74,18.6,28.11,34.86,8.9,8.82,3.38,11.62,4.11,3.44,4.38,3.8,102.6803835,"Plain","no","yes","No","Hertzian","Flat",1,"Trapezoidal","Divergent",NA,NA,NA,"No","indeterminate",NA,"Flake",NA,26
"250","chert_condition_A","r42o8",5,"20","complete","yes","lateral",55,"Right",NA,"Absent",3,"Indeterminate",1,0,0,0,7.1,38.95,25.79,9.46,36.75,22.23,7.45,21.14,21.28,20.74,8.35,6.73,5.64,16.96,6.02,4.36,5.87,3.65,100.419745,"Plain","yes","yes","No","Hertzian","Flat",1,"Trapezoidal","Parallel","Hinge","Rounded","30-60","No","indeterminate",NA,"Blade",NA,30
"251","chert_condition_A","d764f",10,"42","complete","yes","micro chipping",15,"Proximal",NA,"Absent",5,"Subcentripetal",1,3,0,1,43.09999847,68.11000061,62.74000168,10.36999989,65.73000336,63.09999847,12.74,58.47999954,62.11999893,51.8,11.42000008,12.72999954,9.579999924,19.46999931,7.489999771,7.51,7.489999771,3.5,81.5272104,"Facetted","no","yes","No","Hertzian","Twisted",1,"Trapezoidal","Amorphous","Hinge","Rounded","25","No",NA,NA,"Flake",NA,20
"252","chert_condition_A","r42o8",5,"91","complete","no",NA,0,NA,NA,"Absent",9,"Indeterminate",8,0,1,0,14.8,49.56,44.51,10.24,47.6,46.41,7.34,38.85,41.17,26.43,9.09,7.77,5.34,NA,5.44,4.4,9.1,3.48,97.72146525,"ChapeauDeGendarme","no","yes","Yes","Hertzian","Flat",1,"Triangular","Convergent","Feather","Pointed","0-30","No","levallois","Levallois","Convflake",NA,33
"253","chert_condition_A","a8acd",11,"51","complete","no",NA,NA,NA,NA,"Absent",10,"Centripetal",3,3,1,1,90.1,89.66,50.85,17.63,83.66,71.53,19.28,53.51,47.44,40.92,17.8,17,11.2,58.4,10.69,10.28,16.11,3.4,NA,"Dihedral","no","yes","No","Hertzian","Flat",1,"Trapezoidal","Amorphous","Feather","Pointed","31-60","No","CENTRIPETAL LEVALLOIS FLAKE","Levallois","Flake",NA,6
"254","chert_condition_A","0202a",2,"105","complete","no",NA,0,NA,NA,"Absent",9,"Centripetal",2,1,3,3,5.099999905,38.77999878,28.65999985,7.79,37.20000076,27.61000061,6.960000038,17.39999962,27.56999969,23.09,7.710000038,5.630000114,1.870000005,14.43000031,5.769999981,5.01,5.789999962,3.349999905,95.55485817,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Trapezoidal","Amorphous","Feather","Flat","17","No",NA,NA,"Flake",NA,38
"255","chert_condition_A","3d396",4,"105","complete","yes","minor edge fracture",0,NA,NA,"Absent",7,"Centripetal",2,2,1,2,5.1,37.12,26.54,6.68,36.5,26.67,6.65,18.25,23.12,25.38,6.88,4.74,2.92,14.26,5,5.02,5.49,3.31,NA,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Trapezoidal","Amorphous","Feather","Flat","0-30","No","none","Levallois","Flake",NA,38
"256","chert_condition_A","d764f",10,"12","complete","no",NA,92,"Other","all but left side","Absent",1,"Orthogonal",0,1,0,0,14.19999981,50.75,33.16999817,12.38000011,43.59000015,33.18000031,11.90999985,24.42000008,26.77000046,31.91,9.779999733,10.17000008,8.979999542,17.62000084,NA,4.51,5.590000153,3.299999952,78.20896516,"Plain","yes","yes","No","Hertzian","Twisted",1,"Trapezoidal","Divergent","Feather","Flat","25","No",NA,NA,"Flake",NA,21
"257","chert_condition_A","r42o8",5,"105","complete","no",NA,0,NA,NA,"Absent",6,"Indeterminate",1,0,0,0,5.1,38,29.63,7.94,35.98,23.13,4.95,18.03,22.86,25.98,6.97,5.08,2.37,14.1,5.97,5.4,5.99,3.29,94.52338208,"Dihedral","no","yes","No","Hertzian","Flat",1,"Triangular","Ovoid","Feather","Rounded","0-30","No","indeterminate",NA,"Flake",NA,38
"258","chert_condition_A","a8acd",11,"105","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",6,"Centripetal",3,1,2,0,5.1,37.57,23.67,5.41,34.99,26.55,6.67,18.82,23.48,24.94,6.71,5.04,2.21,14.5,5.32,5.27,6.5,3.18,NA,"Dihedral","no","yes","No","Hertzian","Bulbar",1,"Lenticular","Amorphous","Feather","Flat","0-30","No","LEVALLOIS PREFERENTIAL FLAKE WITH CENTRIPETAL PREPARATION","Levallois","Flake",NA,38
"259","chert_condition_A","a8acd",11,"20","complete","yes","HEAVY EDGE DAMAGE",50,"Right",NA,"Absent",3,"Unidirectional",2,1,0,0,7,39.24,20.95,7.4,37.12,21.63,8.9,19.95,20.7,20.67,8.87,7.33,5.34,16.87,5.43,4.39,6.17,3.14,NA,"Plain","no","yes","No","Hertzian","Bulbar",1,"Trapezoidal","Parallel",NA,"Rounded",NA,"No","CORE PREPARATION FLAKE; CORTICAL FLAKE; UNIDIRECTIONAL ",NA,"Blade",NA,30
"260","chert_condition_A","3d396",4,"47","complete","yes","minor edge fracture to laterals",0,NA,NA,"Absent",3,"Subcentripetal",1,1,0,1,5.2,38.21,35.35,5.99,33.58,36.8,6.15,34.74,33.8,21.16,4.62,3.47,2.12,33.62,3.71,4.66,5.01,3.13,NA,"ChapeauDeGendarme","no","yes","No","Hertzian","Flat",1,"Trapezoidal","Amorphous","Feather","Pointed","0-30","No","none",NA,"Flake",NA,43
"261","chert_condition_A","r42o8",5,"79","complete","yes","dorsal",0,NA,NA,"Absent",6,"Unidirectional",2,0,0,1,30.8,62.16,59.11,13.51,56.82,60.27,7.88,36.35,52,46.41,14.66,9.51,5.81,53.02,10.04,10.11,11.96,3.11,91.30423785,"Facetted","no","yes","No","Hertzian","Flat",1,"Lenticular","Amorphous","Hinge","Flat","0-30","No","indeterminate",NA,"Flake",NA,15
"262","chert_condition_A","a8acd",11,"5","complete","yes","LIGHT EDGE DAMAGE",100,"All",NA,"Absent",0,NA,NA,NA,NA,NA,57.8,73.37,60.42,14.1,64.86,62.65,15.21,58.57,62,50.92,14.97,12,7.5,43.33,13.44,12.7,13.44,3.07,NA,"Facetted","no","yes","Yes","Hertzian","Bulbar",1,"Domed","Ovoid","Hinge","Rounded",NA,"No","FIRST FLAKE",NA,"Flake","VERY LIKELY FROM THE LEVALLOIS REDUCTION SYSTEM",13
"263","chert_condition_A","r42o8",5,"76","complete","yes",NA,0,NA,NA,"Absent",4,"Bidirectional",1,0,0,0,1.2,33.99,13.23,3.2,32.17,13.88,2.33,2.33,12.65,11.46,10.98,3.82,2.4,2.21,2.44,2.04,2.89,3.07,90.56263816,"Facetted","no","yes","No","Hertzian","Flat",1,"Triangular","Parallel","Feather","Irregular","0-30","No","bladelet","Laminar","Blade",NA,49
"264","chert_condition_A","d764f",10,"6","complete","yes","chipping",95,"All",NA,"Absent",2,"Unidirectional",2,0,0,0,52.70000076,94.86000061,47.75,13.60000038,90.81999969,49.09000015,13.47999954,48.13999939,46.93000031,41.12,12.86999989,8.239999771,6.96999979,26.54999924,10.81000042,10.98,11.34000015,3.039999962,73.64942273,"Plain","no","yes","No","Hertzian","Twisted",1,"Lenticular","Ovoid","Feather","Rounded","15","No",NA,NA,"Flake",NA,23
"265","chert_condition_A","0202a",2,"20","proximal","no",NA,45,"Right",NA,"Absent",3,"Unidirectional",3,0,0,0,7.099999905,38.95999908,24.28000069,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.43000031,5.429999828,4.14,5.179999828,2.980000019,88.85792962,"Plain","no","yes","No","Hertzian","Bulbar",1,"Domed","Parallel",NA,NA,"0","No",NA,NA,"Flake","remove flaketerm",30
"266","chert_condition_A","3d396",4,"15","complete","yes","extensive edge fracture to laterals",10,"distal",NA,"Absent",4,"Orthogonal",2,0,0,2,60.8,84.27,56.24,18.46,83.63,54.16,18.09,50.54,47.39,51.95,13.02,12.54,10.94,39.15,5.16,8.18,10.48,2.93,NA,"Dihedral","no","yes","No","Hertzian","Flat",1,"Triangular","Parallel","Feather","Rounded","30-60","No","none","Levallois","Flake","Tech could be discoid or Levallois",11
"267","chert_condition_A","3d396",4,"76","complete","no",NA,0,NA,NA,"Absent",4,"Subcentripetal",0,1,1,2,1.2,33.9,12.92,3.73,33.53,12.64,3.73,11.51,10.59,10.82,2.97,2.21,2.29,8.8,2.51,2.72,2.72,2.91,NA,"Other","no","yes","No","Hertzian","Concave",1,"Triangular","Parallel","Feather","Irregular","0-30","No","blade",NA,"Blade",NA,49
"268","chert_condition_A","a8acd",11,"86","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",4,"Centripetal",1,0,2,1,21.7,62.15,37.05,8.46,59.22,44.11,10.29,28.93,37.15,33.88,10.4,8.04,7.38,11.93,10.1,6.84,10.04,2.85,NA,"Dihedral","no","yes","Yes","Hertzian","Bulbar",1,"Triangular","Divergent","Feather","Irregular","0-30","No","CENTRIPETAL LEVALLOIS ELONGATED FLAKE","Levallois","Blade",NA,28
"269","chert_condition_A","r42o8",5,"92","complete","no",NA,0,NA,NA,"Absent",7,"Indeterminate",0,0,0,0,4.4,39.27,31.26,7.23,33.63,22.9,3.59,20.53,22.62,25.08,5.47,3.81,3.14,14.4,4.56,4.48,5.08,2.85,86.30477947,"Plain","no","yes","No","Hertzian","Flat",1,"Lenticular","Parallel","Hinge","Flat","0-30","No","indeterminate",NA,"Flake",NA,46
"270","chert_condition_A","a8acd",11,"99","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",3,"Centripetal",NA,NA,NA,2,8.6,37.27,30.3,9.89,31.99,35.88,10.07,21.6,31.99,31.87,10.16,10.11,4.9,11.7,3.88,4.69,5.04,2.84,NA,"Dihedral","yes","yes","No","Hertzian","Bulbar",1,NA,"Divergent","Feather","Flat","0-30","No","PSEUDO-LEVALLOIS POINT; DEBORDANT","Discoid","Flake",NA,26
"271","chert_condition_A","a8acd",11,"76","complete","no",NA,NA,NA,NA,"Absent",4,"Orthogonal",1,0,0,3,1.2,33.9,11.64,2.78,33.61,13.35,3.55,12.87,10.79,9.4,3.4,2.37,2.3,9.27,2.47,2.51,3.05,2.81,NA,"Facetted","no","yes","Yes","Hertzian","Concave",1,"Triangular","Parallel","Feather","Pointed","0-30","No","UNIDIRECTIONAL SMALL BLADE WITH LATERAL ORTHOGONAL PREPARATION",NA,"Blade","VERY LIKELY FROM THE LEVALLOIS REDUCTION SYSTEM",49
"272","chert_condition_A","0202a",2,"46","complete","no",NA,0,NA,NA,"Absent",5,"UnidirectionalConvergent",5,0,0,0,9.399999619,63.63999939,25.97999954,6.2,62.27000046,26.84000015,6.010000229,25.95999908,23.98999977,15.05,5.539999962,6.25,0.959999979,5.699999809,2.25999999,2.26,1.940000057,2.809999943,85.49700892,"Plain","no","no","No","Hertzian","Concave",1,"Trapezoidal","Convergent","Feather","Pointed","28","No",NA,NA,"Convflake","two scars potentially shoulder scars  odd morph",40
"273","chert_condition_A","a8acd",11,"47","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",3,"Unidirectional",3,0,0,0,5.1,38.31,33.53,5.25,32.7,37.01,7.39,36.87,34.34,19.51,63.48,5.36,3.15,34,4.86,4.53,5.66,2.79,NA,"ChapeauDeGendarme","no","yes","Yes","Hertzian","Bulbar",1,NA,NA,"Feather","Pointed","0-30","No","UNIDIRECTIONAL FLAKE","Levallois","Flake",NA,43
"274","chert_condition_A","d764f",10,"4","complete","yes","micro chipping",0,NA,NA,"Complete",2,"Multidirectional",0,1,1,0,59.70000076,80.98000336,70.80000305,14.05000019,70.01999664,67.55,14.89999962,50.5,60.56999969,67.54,13.89000034,9.600000381,5.300000191,68.16999817,12.73999977,11.1,12.72999954,2.789999962,68.99308465,"Cortical","no","yes","No","Hertzian","Concave",1,"Righttriangle","Amorphous","Feather","Rounded","10","No",NA,NA,"Flake",NA,9
"275","chert_condition_A","3d396",4,"86","complete","yes","minor edge fracture to laterals",10,"ProxLeft",NA,"Absent",3,"Subcentripetal",1,0,1,1,22,72.13,39.06,10.18,61.13,39.06,10.77,23.31,36.54,37.73,10.85,7.89,6.32,12.46,9.53,7.02,9.89,2.78,NA,"Plain","no","yes","No","Hertzian","Concave",1,"Triangular","Divergent","Feather","Pointed","0-30","No","none",NA,"Flake",NA,28
"276","chert_condition_A","d764f",10,"5","complete","no",NA,100,"All",NA,"Absent",0,NA,0,0,0,0,58.09999847,72.95999908,62.91999817,15.17000008,65.37000275,62.70999908,15.18000031,55.15999985,61.79999924,54.41,14.82999992,11.52999973,7.820000172,42.65000153,13.15999985,12.92,13.2,2.779999971,68.80115201,"Facetted","no","no","No","Hertzian","Bulbar",1,"Domed","Ovoid","Hinge","Rounded","30","No",NA,NA,"Flake",NA,13
"277","chert_condition_A","a8acd",11,"92","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",6,"Orthogonal",1,2,0,2,4.4,39.82,22.21,3.58,35.24,25.04,6,19.54,22.55,22.84,5.55,3.36,3.11,14.22,5.01,5.01,5.18,2.75,NA,"Plain","no","yes","No","Hertzian","Flat",1,"Lenticular","Parallel","Feather","Flat","0-30","No","CENTRIPETAL LEVALLOIS FLAKE","Levallois","Flake",NA,46
"278","chert_condition_A","a8acd",11,"62","complete","yes","PIECE BROKE OFF FROM DISTAL PART AND TAPED BACK",3,"DistalLeft",NA,"Absent",7,"Unidirectional",6,NA,NA,NA,11.3,50.55,29.29,7.35,46.41,35.19,9.09,27.43,30.16,30.19,8.7,6.27,3.63,13.68,5,5.14,6.41,2.73,NA,"Plain","no","yes","Yes","Hertzian","Bulbar",1,"Triangular","Amorphous","Feather","Flat",NA,"No","UNIDIRECTIONAL FLAKE",NA,"Flake","POSSIBLY ON ANVIL BECAUSE OF THE SMALL SCARS ON DISTAL END,  OPPOSITE TO PLATFORM BUT FLAKE IS TOO DAMAGED TO BE SURE",29
"279","chert_condition_A","0202a",2,"59","proximal","no",NA,0,NA,NA,"Absent",8,"Unidirectional",8,0,0,0,7.300000191,58.50999832,24.18000031,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.14000034,7.079999924,6.69,7.489999771,2.660000086,82.37185217,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Trapezoidal","Convergent","Feather",NA,"0","No",NA,NA,"Convflake",NA,44
"280","chert_condition_A","0202a",2,"79","complete","no",NA,0,NA,NA,"Absent",6,"UnidirectionalConvergent",6,0,0,0,30.89999962,62.22999954,57.95999908,14.71,57.63999939,60.20999908,12.42000008,29.07999992,59.04999924,33.82,11.92000008,8.359999657,4.659999847,45.79999924,10.21000004,10.21,11.10000038,2.650000095,82.15801252,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Triangular","Diamond","Hinge","Rounded","41","No",NA,NA,"Flake",NA,15
"281","chert_condition_A","d764f",10,"76","complete","yes","micro break distal",0,NA,NA,"Absent",4,"Subcentripetal",1,0,1,2,1.200000048,33.88999939,12.71000004,3.75999999,32.95000076,12.64999962,3.660000086,12.56000042,11.89999962,11.02,3.299999952,2.430000067,2.319999933,9.06000042,2.420000076,2.48,2.529999971,2.630000114,65.86898303,"Plain","no","yes","No","Hertzian","Concave",1,"Triangular","Parallel","Hinge","Pointed","8","No",NA,"Levallois","Blade",NA,49
"282","chert_condition_A","r42o8",5,"103","complete","no",NA,0,NA,NA,"Absent",6,"Unidirectional",2,0,0,0,5.1,35.73,28.99,5.79,31.43,24.46,5.12,22.4,23.7,22.38,6.07,5.55,4.76,16.63,3.98,3.57,5.6,2.62,81.51229545,"Dihedral","no","yes","No","Hertzian","Flat",1,"Triangular","Parallel","Feather","Irregular","0-30","No","indeterminate",NA,"Flake","slight break at distal",45
"283","chert_condition_A","r42o8",5,"42","complete","no",NA,10,"Left","Proximal","Absent",5,"UnidirectionalConvergent",0,3,0,0,43.8,69.37,64.75,13.62,65.14,62.19,9.4,37.68,61.72,37.86,10.19,9.21,7.81,18.55,7.25,7.41,7.95,2.6,81.07830348,"Dihedral","yes","yes","No","Hertzian","Flat",1,NA,"Amorphous","Hinge","Rounded","30-60","No","indeterminate",NA,"Flake",NA,20
"284","chert_condition_A","0202a",2,"47","complete","no",NA,0,NA,NA,"Absent",2,"Other",2,0,0,0,5.199999809,38.29000092,36.04000092,5.88,33.49000168,36.50999832,4,35.81000137,33.95999908,14.1,4.320000172,1.320000052,0.090000004,33.29999924,3.539999962,4.73,4.730000019,2.569999933,80.42200344,"ChapeauDeGendarme","no","yes","No","Hertzian","Bulbar",1,"Trapezoidal","Convergent","Feather","Pointed","17","No",NA,NA,"Flake","pretty sue two scars are shoulder scars - if counting then count is four",43
"285","chert_condition_A","r42o8",5,"46","complete","no",NA,0,NA,NA,"Absent",4,"Other",3,0,0,0,9.3,63.33,27.05,7.69,50.42,NA,6.83,26.69,23.59,12.97,6.52,7.01,5.36,4.31,1.24,1.81,2.57,2.52,79.31388848,"Plain","no","yes","No","Hertzian","Flat",1,"Triangular","Convergent","Feather","Pointed","0-30","No","dejete",NA,"Convflake",NA,40
"286","chert_condition_A","0202a",2,"106","complete","no",NA,0,NA,NA,"Absent",6,"Centripetal",1,2,0,1,10.60000038,48.15999985,42.47999954,7.75,44.90000153,35.72999954,7.599999905,30.61000061,34.41999817,33.98,7.690000057,5.320000172,2.900000095,16.79999924,5.429999828,4.6,5.630000114,2.519999981,79.31388806,"Facetted","no","yes","No","Hertzian","Bulbar",1,"Lenticular","Divergent","Feather","Flat","26","No",NA,NA,"Flake",NA,39
"287","chert_condition_A","0202a",2,"92","complete","no",NA,0,NA,NA,"Absent",6,"Multidirectional",1,2,0,3,4.400000095,39.47000122,24.32999992,5.46,34.65999985,24.87000084,5.880000114,17.71999931,21.98999977,24.21,5.869999886,3.720000029,2.119999886,14.14000034,4.880000114,5.1,5.099999905,2.470000029,78.18771843,"Plain","no","yes","No","Hertzian","Bulbar",1,"Trapezoidal","Divergent","Hinge","Flat","46","No",NA,NA,"Flake",NA,46
"288","chert_condition_A","d764f",10,"7","complete","yes","micro chipping dist",50,"Left",NA,"Absent",3,"Orthogonal",1,0,0,2,117.4000015,81.54000092,60.77999878,28.01000023,73.66999817,60.66999817,28.21,54.97000122,60.58000183,52.44,28.18000031,26.35000038,14.28999996,39.5,15.02000046,20.94,23.73999977,2.450000048,62.21761865,"Plain","no","yes","No","Hertzian","Concave",1,"Triangular","Ovoid","Feather","Flat","0","No",NA,NA,"Flake",NA,4
"289","chert_condition_A","a8acd",11,"91","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",7,"Bidirectional",3,1,2,1,14.5,49.46,43.74,8.34,48.28,45.63,8.99,44.37,42.25,23.03,7.9,7.28,4.6,38.35,5.2,5.25,8.08,2.45,NA,"Dihedral","no","yes","Yes","Hertzian","Bulbar",1,"Triangular","Convergent","Feather","Rounded","0-30","No","LEVALLOIS TRIANGULAR FLAKE WITH BIDIRECTIONAL PREPARATION- LEVALLOIS POINT","Levallois","Flake",NA,33
"290","chert_condition_A","r42o8",5,"59","complete","no",NA,1,"Distal",NA,"Absent",10,"Bidirectional",2,0,0,0,7.4,58.52,24.36,7.53,48.7,24.13,5.76,22.86,20.12,16.09,7.66,4.75,3.38,10.71,7.55,7.11,7.8,2.45,77.73214434,"Plain","yes","yes","No","Hertzian","Flat",1,"Domed","Convergent",NA,"Flat","60-90","No","indeterminate","Laminar","Convflake",NA,44
"291","chert_condition_A","db727",3,"46","complete","no",NA,0,NA,NA,"Absent",4,"UnidirectionalConvergent",4,0,0,0,9.4,63.03,26.06,6.15,62.85,27.16,5.87,24.78,24.1,19.62,5.78,6.08,4.5,3.91,2.44,2.43,2.42,2.4,76.58032638,"Plain","no","yes","Yes","Hertzian","Concave",1,"Triangular","Convergent","Feather","Pointed","0","No","Levallois point","Levallois","Convflake",NA,40
"292","chert_condition_A","3d396",4,"103","complete","yes","minor edge fracture to laterals, possibly some breakage at distal",0,NA,NA,"Absent",5,"Subcentripetal",2,0,1,2,5,35.61,26.67,5.71,32.14,23.64,5.66,21.8,23.23,21.61,6.08,4.79,5.3,16.75,3.89,4.42,4.42,2.37,NA,"Plain","no","yes","No","Hertzian","Bulbar",1,"Triangular","Parallel","Feather","Flat","0-30","No","none",NA,"Flake","distal end / termination details hard to read due to fracture.",45
"293","chert_condition_A","0202a",2,"91","complete","no",NA,0,NA,NA,"Absent",7,"Multidirectional",4,1,2,0,14.69999981,50.56000137,46.06999969,8.29,48.66999817,44.29000092,6.760000229,40.38999939,43.68999863,24.17,7.139999866,7.139999866,4.349999905,4.349999905,5.130000114,4.63,5.949999809,2.289999962,73.9806591,"Other","no","yes","No","Hertzian","Bulbar",1,"Triangular","Convergent","Feather","Irregular","22","No",NA,"Levallois","Convflake","dihedral chap base is convergent but ends flat",33
"294","chert_condition_A","a8acd",11,"79","complete","yes","LIGHT EDGE DAMAGE",NA,NA,NA,"Absent",4,"Centripetal",3,1,0,0,30.8,62.24,58.24,11.43,57.21,62.18,14.42,41.18,51.91,36.63,14.6,8.56,5.87,18.43,9.48,9,10.49,2.27,NA,"Dihedral","no","yes","Yes","Hertzian","Bulbar",1,"Lenticular","Amorphous","Feather","Rounded","0-30","No","DISCOID FLAKE , DOS LIMITE - DEBORDANT","Discoid","Flake",NA,15
"295","chert_condition_A","d764f",10,"20","complete","yes","minor chipping",45,"Right",NA,"Absent",3,"Unidirectional",3,0,0,0,7.099999905,39.06999969,21.37999916,9.010000229,36.81000137,20.97999954,9.159999847,20.82999992,20.45999908,20.95,9.119999886,7.400000095,5.489999771,16.75,5.309999943,4.39,5.380000114,2.269999981,58.42027202,"Plain","no","yes","No","Hertzian","Bulbar",1,"Triangular","Parallel",NA,"Rounded","30","No",NA,NA,"Blade",NA,30
"296","chert_condition_A","a8acd",11,"59","complete","no",NA,2,"Distal",NA,"Absent",7,"Unidirectional",6,1,0,0,7.3,56.26,22.71,5.75,55.95,24.38,7.87,20.51,21.74,14.31,6.53,4.85,3.16,10.69,7.4,7.7,7.75,2.23,NA,"Dihedral","yes","yes","Yes","Bending","Flat",1,"Trapezoidal","Convergent",NA,"Flat",NA,"No","UNIDIRECTIONAL CONVERGENT BLADE",NA,"Blade","VERY LIKELY FROM THE LEVALLOIS REDUCTION SYSTEM",44
"297","chert_condition_A","db727",3,"20","complete","no",NA,55,"Right",NA,"Absent",2,"Unidirectional",1,1,0,0,7.2,37.01,21.06,8.54,37.05,20.49,8.82,19.87,20.3,20.38,8.69,8.04,6.59,16.5,5.26,5.26,4.77,2.2,71.78533138,"Plain","yes","yes","No","Hertzian","Concave",1,"Triangular","Parallel",NA,"Flat","60-90","No","initiation blade","Laminar","Blade",NA,30
"298","chert_condition_A","r42o8",5,"104","complete","yes","right lateral",0,NA,NA,"Absent",7,"Multidirectional",2,0,0,0,9.4,48.01,40.19,7.66,46.15,35.64,6.89,NA,30.58,36.93,5.84,6.48,4.66,12.03,5.56,5.33,6.24,2.19,71.53755918,"Plain","no","yes","Yes","Hertzian","Flat",1,"Triangular","Amorphous","Feather","Irregular","0-30","No","indeterminate",NA,"Flake",NA,41
"299","chert_condition_A","a8acd",11,"4","complete","yes","LIGHT EDGE DAMAGE",20,"Proximal",NA,"Complete",1,"Indeterminate",0,1,0,0,60,80.75,72.7,11.7,71.56,67.95,14.13,55.9,66.5,46.05,14.1,8.71,5.19,NA,12.53,12.06,12.69,2.18,NA,"Plain","no","yes","Yes","Wedging","Bulbar",1,"Lenticular","Convergent","Feather","Rounded","0-30","Yes","KOMBEWA FLAKE WITH CORTICAL DEBORDANT EDGE",NA,"Flake",NA,9
"300","chert_condition_A","0202a",2,"38","complete","no",NA,0,NA,NA,"Absent",4,"Other",3,0,0,0,14.30000019,48.65999985,41.18000031,13.99,37.99000168,42.91999817,12.01000023,22.79000092,37.75,41.24,9.010000229,8.550000191,2.849999905,14.90999985,9.010000229,9.01,9.640000343,2.160000086,70.78959384,"Plain","no","yes","No","Hertzian","Bulbar",1,"Triangular","Divergent","Feather","Rounded","23","No",NA,NA,"Flake","indeterminate direction due to platform plane change",12
"301","chert_condition_A","d764f",10,"86","complete","yes","micro chipping",0,NA,NA,"Absent",3,"Multidirectional",1,0,1,1,21.5,72.12000275,38.65000153,10.53999996,66.31999969,38.06000137,10.40999985,28.34000015,36.36999893,33.95,9.170000076,8.020000458,7.829999924,20.79000092,9.789999962,9.72,9.82,2.150000095,55.8075114,"Dihedral","no","yes","No","Hertzian","Concave",1,"Trapezoidal","Divergent","Feather","Flat","15","No","Debordant",NA,"Blade",NA,28
"302","chert_condition_A","a8acd",11,"106","complete","no",NA,NA,NA,NA,"Absent",6,"Centripetal",2,2,0,2,10.5,48.38,36.42,5.52,44.6,36.36,8.2,27.79,33.08,34.57,7.95,5.17,3.65,17.04,5.18,5.57,5.7,2.13,NA,"Plain","no","yes","Yes","Hertzian","Bulbar",1,"Lenticular","Parallel","Feather","Flat","0-30","No","LEVALLOIS PREFERENTIAL FLAKE WITH CENTRIPETAL PREPARATION","Levallois","Flake",NA,39
